,reward
0,0.10435471534129767
1,-0.6351662187453202
2,-1.3279979044688952
3,-0.27532248169252516
4,-0.6316726212495776
5,-0.8076117737900816
6,0.10732241883538096
7,-1.3333757442895915
8,-0.6865928802022618
9,0.3374846326068286
10,-1.243932676731866
11,-0.8562531514110638
12,-0.8473915571832094
13,-1.455117295634698
14,-0.712166858631583
15,-0.6476091690881943
16,0.14004686308280584
17,-0.6122310528310863
18,-0.3848045445443614
19,0.14158249121668817
20,-0.5965538066573628
21,-0.8524520069871356
22,-0.6977054997649277
23,-0.808163833095476
24,-0.6953847641748396
25,-0.7157440310531862
26,-0.3376046117373418
27,-1.4681247147934953
28,-1.3383926898361407
29,-1.2798763731057294
30,-0.6920132874019855
31,-0.7511987976910693
32,-0.8313918608234052
33,-0.7792618605889929
34,-0.8370076462650358
35,-1.179981706600493
36,-0.038665392113459957
37,-0.4901228650942556
38,-0.83333077058978
39,-0.7602266482429112
40,-0.836111683652866
41,-0.8173364959604992
42,-0.7012844111514839
43,-0.7288283757442755
44,-0.36276786237847825
45,-0.41381286188851296
46,-0.3666972212583913
47,-0.05005340923723656
48,14.015291730601737
49,-0.19108859104266118
50,-0.42034046098552347
51,-0.2041028870858521
52,-0.6005207118442087
53,-0.4583045314020421
54,0.8282950903705163
55,-0.4172843103631335
56,-0.7545014371324084
57,-0.8220803477411828
58,-0.38909515494669145
59,-0.40971344319901093
60,13.051019899185064
61,-0.3947519952587353
62,0.8266578431842732
63,-0.1570701591462511
64,-1.6021409285007295
65,-2.1059759470638353
66,-1.9921136855767854
67,-1.7028703045585607
68,-1.6002816455980633
69,-1.9339139790663173
70,-1.6191612781227196
71,-1.6925845679440288
72,-1.5446240294238645
73,-1.491811997530303
74,-1.615589541361167
75,-1.410612446633267
76,-1.4890790672328895
77,-1.6332878109561972
78,13.092382727518178
79,13.069279023801297
80,-0.7288430595594098
81,-1.1838467019708756
82,-0.8890309805872123
83,-0.6989187081317956
84,-0.5505403563968843
85,-0.6812335429815626
86,-0.8569763358354001
87,-0.9233965827011469
88,-0.8078955172203794
89,13.07097263402656
90,-0.4236289488230699
91,-0.6063271891677199
92,-0.36471865793976466
93,-0.882525257268437
94,-0.3743897819598555
95,0.291933791133478
96,-0.6342692124894138
97,-0.5823194763371835
98,-0.4286662153742167
99,0.6610091095468524
100,-0.37345924653905693
101,-0.23880040283240778
102,13.044042700603978
103,-0.3134274289959542
104,-0.16282210792266172
105,-0.7882252449085899
106,0.3180755993404045
107,13.071706497024781
108,-0.17541876516836719
109,-0.9358611056888613
110,-0.15223030891255362
111,-0.4299914700074584
112,-0.5052050933482135
113,0.7576327459698894
114,-0.5425908866942424
115,0.38888416742747506
116,-0.19933381889566115
117,-0.42390014206511906
118,-0.5642880338120733
119,-0.28161545337044847
120,13.116940072544436
121,-0.5774570060398807
122,0.3760001113862914
123,-0.3057198081732193
124,0.8976075047827746
125,-0.2228261332271112
126,-0.3753111117257323
127,-0.4425073284051513
128,-0.2420585818182006
129,13.047358286967834
130,13.057517138070068
131,13.078203633593226
132,-0.2930645720782369
133,13.078641824545592
134,13.09326461918064
135,13.044673282660737
136,13.053641909467157
137,0.9649877660108931
138,13.054560409740844
139,13.065788855588142
140,13.092143478703465
141,13.079885584714638
142,13.03253178993296
