,reward
0,-0.9207286361920016
1,-0.8467188548811462
2,-1.6587593206465514
3,-0.5808931335100784
4,-0.6640954088122493
5,-1.163162432263683
6,-1.1479594921351364
7,-0.8528979734269925
8,-0.7096139547149535
9,-1.46959653950773
10,-1.167064733927322
11,-1.2594083430889802
12,-0.7745988529885586
13,-0.4183255130563368
14,-1.9920054313492634
15,-1.4777649530810661
16,-0.23291401358894256
17,-0.22498142980719846
18,-0.16603518723740668
19,0.21020065199561394
20,0.04265922495790611
21,0.09682206491822706
22,-0.050269567659347814
23,0.01593782045604648
24,-0.8011465073869091
25,-1.292422526865814
26,0.02809566488851054
27,-0.07215311851800427
28,0.3517878149538817
29,-0.20259451277247634
30,-0.17729013750169526
31,0.02251708686307396
32,0.5748877288225437
33,-0.16034984732567997
34,0.1001631403775858
35,-0.18347773461839673
36,-1.0619098033065375
37,0.04106902183629704
38,-1.2229838621607492
39,0.19573235560153662
40,0.05816865081751269
41,-0.5797440375322839
42,-0.8729252706056743
43,13.09394248829616
44,-0.4020884514182831
45,13.059294862747826
46,13.087346620027292
47,-0.507252088582427
48,-0.8804619152919861
49,14.100877116927904
50,-0.6704004582326935
51,-0.38752237695931235
52,-0.42269310629144863
53,-0.44406998755760985
54,-0.06865184143113667
55,-0.1635719485192637
56,13.033772187447358
57,0.5821481233738186
58,13.067646403729563
59,-0.35985554509963535
60,13.07209700608353
61,-0.7700741404543674
62,13.044810686148855
63,13.072594566985938
64,13.046387521386867
65,13.057283357649844
66,13.054169291847973
67,-0.9162185464665586
68,13.06240920429407
69,13.047306221423803
70,13.080714696985412
71,13.073367619679534
72,13.069426628740842
73,13.060088279338238
74,13.034456262887355
75,13.035308177667924
76,13.080226110129301
77,-0.19380119771718096
78,-0.20334812648841027
79,13.043939144363838
80,13.06112574341839
81,13.05207003811221
82,13.060385274226396
83,13.076114227181677
84,13.075321787975678
85,13.076281865542697
86,13.072217225185078
87,13.091626529528646
88,14.080669898766352
89,13.074208845758292
90,13.05181979443931
91,13.064147229177834
92,13.088433783929375
93,13.055687363648916
94,13.05411059092939
95,13.070469133284433
96,13.05061487171049
97,14.042850275345423
98,13.047552254658235
99,13.038137991713391
100,13.086258182083796
