0,0.0063497997
1,0.0269565746
2,0.0433169618
3,0.0599369075
4,0.0740412505
5,0.0880335589
6,0.101230723
7,0.11338903
8,0.1241052703
9,0.1302868629
10,0.1387349748
11,0.1477511974
12,0.1575345941
13,0.1668322757
14,0.1762170146
15,0.1846425476
16,0.1915544923
17,0.1997130193
18,0.2060677693
19,0.2126003627
20,0.2208808113
21,0.2271797097
22,0.231280425
23,0.2384348376
24,0.2436947134
25,0.2502731986
26,0.2592203356
27,0.2678309469
28,0.2761440024
29,0.2857178033
30,0.293886019
31,0.3026456705
32,0.3105087428
33,0.3193604314
34,0.3382736272
35,0.3575874732
36,0.3797543429
37,0.4433294464
38,0.4846804656
39,0.5273655707
40,0.5841237001
41,0.6929685131
42,0.7576127411
43,0.8361950004
44,0.9471727588
45,1.0467559177
46,1.1545896211
47,1.2372356752
48,1.4014360779
49,1.4864970183
50,1.6004419842
51,1.7307447176
52,1.8354817192
53,1.9906437163
54,2.1086086712
55,2.287909762
56,2.4226775531
57,2.5584585686
58,2.7127354097
59,2.840170915
60,3.0188717997
61,3.1608628338
62,3.2930567429
63,3.427291152
64,3.5653695942
65,3.626240308
66,3.6958609016
67,3.753684213
68,3.794563939
69,3.8909139794
70,3.9728091859
71,4.0216470612
72,4.0686126793
73,4.1076391753
74,4.1884473137
75,4.22417672
76,4.2649030062
77,4.3476429491
78,4.4281562112
79,4.4755939222
80,4.5099619446
81,4.5596489907
82,4.616112249
83,4.6447391522
84,4.7322449805
85,4.734560363
86,4.7481985094
87,4.7941716072
88,4.8197300411
89,4.8596677954
90,4.917282068
91,4.9523140087
92,4.9662150625
93,4.989958928
94,5.0153584578
95,5.0484854513
96,5.0605641297
97,5.0828409737
98,5.0940653111
99,5.0952026331
100,5.1335614806
101,5.1940517395
102,5.2491616448
103,5.259357276
104,5.2676048341
105,5.2686854292
106,5.2899493095
107,5.2927511121
108,5.3379014909
109,5.3600706668
110,5.3611830529
111,5.383245139
112,5.4147560124
113,5.4145632489
114,5.4255198263
115,5.4344049541
116,5.4351465432
117,5.4588814875
118,5.4787650628
119,5.4765961107
120,5.4764929099
121,5.4762646482
122,5.4754330066
123,5.4864031093
124,5.4866526713
125,5.4857552642
126,5.4858320592
127,5.4850081481
128,5.4961109361
129,5.4963666794
130,5.506669479
131,5.5051537662
132,5.5052838626
133,5.5056147321
134,5.50395769
135,5.5051749198
136,5.5066401228
137,5.5190889186
138,5.5314540231
139,5.5409944721
140,5.5410639453
141,5.5414893764
142,5.5435014909
143,5.5666087265
144,5.5778800301
145,5.5749639844
146,5.5750400006
147,5.5774294832
148,5.5988698774
149,5.5992467518
150,5.5997746211
151,5.6002715708
152,5.599543604
153,5.5997878411
154,5.5978880052
155,5.5980473877
156,5.5981471409
157,5.5993628223
158,5.6099187133
159,5.6105912327
160,5.6210096614
161,5.6212303041
162,5.6225460518
163,5.6340423472
164,5.6365400025
165,5.658819913
166,5.6580640807
167,5.6570491836
168,5.6540328568
169,5.6650381477
170,5.6630460348
171,5.662048217
172,5.6589206084
173,5.658682198
174,5.6586227925
175,5.659578565
176,5.668190969
177,5.6680220477
178,5.679717213
179,5.6906229863
180,5.6897499224
181,5.6897625099
182,5.6899729684
183,5.7009833992
184,5.6979763955
185,5.6981116341
186,5.6981112814
187,5.6971493379
188,5.7068033335
189,5.7063176839
190,5.7048328896
191,5.7034847147
192,5.7023388075
193,5.7012796125
194,5.6999930695
195,5.6988877673
196,5.6988615033
197,5.6979208082
198,5.6962485853
199,5.694489766
200,5.6947412324
201,5.6938581514
202,5.6939467325
203,5.6918513826
204,5.6918544458
205,5.6921310721
206,5.6933927357
207,5.7034532727
208,5.7034105183
209,5.7031745616
210,5.7029903551
211,5.7018550471
212,5.7009679731
213,5.7008737603
214,5.699507951
215,5.6966563653
216,5.6946606363
217,5.6936477198
218,5.6925517279
219,5.6916020468
220,5.6913894528
221,5.6913129661
222,5.6900868243
223,5.6899073249
224,5.6889476618
225,5.6887990218
226,5.6887724116
227,5.6855452607
228,5.6863121785
229,5.6982677188
230,5.7080610788
231,5.7080625226
232,5.70572432
233,5.7056041955
234,5.7043967239
235,5.7042959536
236,5.7031112483
237,5.7031164993
238,5.7032369774
239,5.7031542478
240,5.7032284037
241,5.7033135523
242,5.7013536228
243,5.7015680257
244,5.7018773982
245,5.7132883493
246,5.7128396658
247,5.7142123591
248,5.7236446239
249,5.7240421795
250,5.7233469519
251,5.7235531716
252,5.7218263369
253,5.7221578389
254,5.7332297116
255,5.7311216028
256,5.7298756357
257,5.7295784052
258,5.7271420105
259,5.7268016862
260,5.7254609547
261,5.7239929637
262,5.7235561951
263,5.7222383924
264,5.7221368209
265,5.7229789613
266,5.732966033
267,5.7330406842
268,5.7331705862
269,5.7442427524
270,5.7442788034
271,5.7432685157
272,5.7433091544
273,5.7424079977
274,5.7412959587
275,5.7413975828
276,5.7405365926
277,5.7396317006
278,5.7388265348
279,5.7399743132
280,5.7511258236
281,5.7501966761
282,5.7512060728
283,5.7621550139
284,5.7601354397
285,5.759881903
286,5.7597203535
287,5.7576375775
288,5.756340006
289,5.755159111
290,5.7540402823
291,5.7539692263
292,5.7529548638
293,5.7529099045
294,5.7520856666
295,5.7513080993
296,5.7503509702
297,5.7512681706
298,5.7501454192
299,5.7503296143
300,5.7493385693
301,5.7492927488
302,5.7491673581
303,5.7478964982
304,5.7478842794
305,5.7479990754
306,5.7489905948
307,5.7608068436
308,5.7705235179
309,5.7714776101
310,5.7812853272
311,5.7815131266
312,5.7805953576
313,5.7804812836
314,5.7803679385
315,5.7804310816
316,5.7803129474
317,5.7803546054
318,5.7784583842
319,5.7773676019
320,5.7774726947
321,5.7765229253
322,5.7744597354
323,5.7733323635
324,5.77326747
325,5.7733420643
326,5.7723911525
327,5.7714014745
328,5.7683516876
329,5.7682530632
330,5.7671345991
331,5.7658754877
332,5.7647321097
333,5.7626413333
334,5.7626060351
335,5.7625103645
336,5.7616056558
337,5.7605342328
338,5.7715812791
339,5.7706761166
340,5.7707222478
341,5.7708565948
342,5.7709689214
343,5.7712003601
344,5.7712097266
345,5.7711772869
346,5.7710089234
347,5.7707881477
348,5.7697163412
349,5.769794689
350,5.7696635649
351,5.7694750561
352,5.7694785223
353,5.7694505418
354,5.7685538479
355,5.7675946479
356,5.7676084846
357,5.7686740229
358,5.7787392917
359,5.7776632486
360,5.7767348274
361,5.7766791197
362,5.7766783297
363,5.7764906127
364,5.7764876566
365,5.7757073352
366,5.7757543195
367,5.7748519448
368,5.7749391914
369,5.7750995241
370,5.7752498007
371,5.7744530761
372,5.7735476696
373,5.7734578766
374,5.7735139228
375,5.7735703891
376,5.7713506667
377,5.7711921332
378,5.7820959589
379,5.780825291
380,5.7798361586
381,5.7797912668
382,5.7797419057
383,5.7787094354
384,5.7776669007
385,5.7776139922
386,5.7774505674
387,5.7763106695
388,5.7761714939
389,5.7739951995
390,5.7739730864
391,5.7739065896
392,5.7727329817
393,5.7727548102
394,5.7727514277
395,5.7718265818
396,5.7720508068
397,5.7722219974
398,5.7714438476
399,5.7705894931
400,5.7720109691
401,5.7830752354
402,5.7831482468
403,5.7822572853
404,5.7823961061
405,5.7934387219
406,5.793495728
407,5.7924856654
408,5.79152942
409,5.7904215983
410,5.790399505
411,5.7902804584
412,5.7902656554
413,5.7900558762
414,5.7898260102
415,5.7896920887
416,5.7897180889
417,5.7886440917
418,5.7874699977
419,5.7874651281
420,5.7873617065
421,5.787190265
422,5.7872692803
423,5.7870733817
424,5.7868148658
425,5.7865340484
426,5.7854101771
427,5.7842658631
428,5.7840758894
429,5.783904083
430,5.7838494983
431,5.783582131
432,5.7842352261
433,5.7940638952
434,5.7928875547
435,5.7918476843
436,5.7907607839
437,5.7906347465
438,5.7906472647
439,5.7897473169
440,5.7908165744
441,5.8011095433
442,5.8012651211
443,5.8013431994
444,5.8016584643
445,5.8018072038
446,5.8008764884
447,5.8011666652
448,5.8013540807
449,5.7997678901
450,5.800040113
451,5.8003124954
452,5.7995667004
