,0
0,-0.7621435568466673
1,-0.8454180192210692
2,-1.4109309509317862
3,-1.2202499733577834
4,-0.5093201242504325
5,-0.6019426354176368
6,-0.715443013706643
7,-0.8216934485739281
8,-1.2533052127286626
9,-0.4165376675691892
10,-1.3492467042018135
11,-1.2386445213699786
12,-0.16779260965546858
13,0.24967656603827856
14,0.2991194137815282
15,-0.16408740973477495
16,0.295588614240774
17,-0.0921699985628528
18,0.49178144435373744
19,-0.2516992589738116
20,0.16548422385923942
21,-0.3109724511701743
22,0.12527621113384813
23,-0.13864492380955937
24,-0.1638187861458378
25,-0.08524454953068766
26,-0.04257347635677295
27,0.3066439199550133
28,0.024486518883705167
29,-0.1434758303553995
30,-0.14907874060141887
31,0.05146422337801342
32,-0.009695765833807006
33,-1.6166591622522986
34,-0.1824982514761678
35,0.14040100182269227
36,-0.11472465837691037
37,-0.01819418939637363
38,-0.12660602674763716
39,0.03770821963413788
40,0.00985168219125718
41,0.006307607324130809
42,-1.4952837225730147
43,0.15991074422770532
44,-0.41353052744168395
45,-0.21375081647560135
46,-0.487581996549252
47,-1.024236574682083
48,0.019934209345131633
49,-0.029590150011035397
50,-0.16756106392234532
51,0.17020241400926447
52,-1.160542540608724
53,-0.30901625659326515
54,-0.1998196772063618
55,-0.22196588852722574
56,-0.08352494704787813
57,-0.0393132114796777
58,0.10089380575586292
59,-0.3164948121410943
60,-0.12460529104130696
61,-1.6966122968723996
62,0.0870187028944276
63,0.0737749360060083
64,-0.15355147654263124
65,-1.6356535945007837
66,-1.6205515394893606
67,-1.253017185767517
68,-0.38036674858177655
69,13.05536007515054
70,-0.4364338443399488
71,13.043794545693666
72,13.054663041616548
73,13.05187322595924
74,13.05586682748833
75,13.055185105445041
76,13.043780087202867
77,13.050555269385832
78,-0.4391352286181561
79,-0.460969324722182
80,13.03979847018438
81,13.036199536930404
82,13.049254601963522
83,13.064515608637521
84,13.038044456405567
85,-0.44823314631445177
86,-0.35080108981598646
87,13.035653680380143
88,-0.8550099498393251
89,-0.7783882435678849
90,-0.3890903467080772
91,13.037149899795452
92,13.05134587646678
93,13.052276513760665
94,13.056163994323676
95,13.060878051096818
96,-0.28156591224283856
97,13.048258577519412
98,-0.43000852413469615
99,13.067904372806053
100,13.059543689612507
101,13.055897697350318
102,13.046095251454576
103,-0.7274929792978276
104,13.033887799994675
105,13.100411112537142
106,13.067159495548271
107,13.02868855142145
108,13.090886925875521
109,13.073037800446468
110,13.048373134170426
111,13.044403244816507
112,13.05905085288837
113,13.051666182907663
114,13.039517114109945
115,13.037573920572875
116,13.08009140623245
117,-0.4883746205337286
118,13.075519103388661
119,13.061669790869802
120,13.051251739035525
121,13.077137706221764
122,-0.40428710038285376
123,13.093962602091946
124,13.07319001174768
125,13.061834943005667
126,13.082488334140324
127,13.068607125426166
128,13.083001766686463
129,-0.019514061835555152
130,13.080103874268902
131,13.06234614236319
132,13.068543940207414
133,13.081350806861785
134,13.066101872897498
135,13.081760999977133
136,13.042107757009902
137,13.046385105948831
138,13.070932337702292
139,13.084856904677512
140,-0.3767911333017152
141,13.082271881386106
142,13.04694648141829
143,13.056179989501826
144,13.081924580569183
145,13.042753169214217
146,13.04582713407728
147,13.052574393628793
148,13.061801397724484
149,13.044602288570328
150,13.05484421241142
151,13.09082889742259
152,13.073503698940478
153,13.101485880784711
154,13.0526116593952
155,13.036964402432385
156,13.052660674761542
157,13.043273828003613
158,13.009177015247854
159,13.04114218622102
160,13.03574780917141
161,13.061786403762143
162,13.034224377585765
163,13.043198626898697
164,13.042487084242978
165,13.05649435034293
166,13.05301100931909
167,13.044104504155914
168,-0.3691206941145553
169,-0.4778065578694253
170,13.092766123727387
171,13.0603043373359
172,13.044608686137508
173,13.002662823027427
174,13.057709448260134
175,14.047298388347684
176,13.085737060453095
177,13.064254148725052
178,13.037645721755096
179,13.055496090169747
180,13.05440327565311
181,13.056890003402902
182,13.068773904796128
183,13.08878986281887
184,13.056942221413909
185,13.068073668341574
186,13.046434595399248
187,13.074722143576599
188,13.047925660626875
189,13.067769319747528
190,-0.37298538692007044
191,-0.5167357042358445
192,13.04085659372097
193,13.051564287881405
194,13.065892871369382
195,13.046207754624
196,13.071142766328023
197,13.03470615770371
198,13.067896313048246
199,13.076058382639562
200,13.080142298993941
201,13.049123700228279
202,13.06534588910359
203,13.054367761371594
204,13.050183753070552
205,13.05329314881318
206,13.073462356781407
207,13.060615267097901
208,13.042693362291239
209,13.056553743890198
210,-0.0594497523139067
211,13.059606710651224
212,-0.3728795050770438
213,13.072058864520368
214,13.086056760906736
215,13.053075543549348
216,13.05035075941175
217,13.069211806982963
218,13.057090286163755
219,13.073869258041634
220,13.041843194290726
221,13.039523466330124
222,13.042152060960454
223,-0.3531431470796723
224,13.060299531602304
225,13.040682804061348
226,13.062578186713552
227,13.055089143331065
228,13.067026358355537
229,-0.019952667255731527
230,13.046552116741696
231,13.070405796361705
232,13.103792857767292
233,13.051134642407174
234,13.071769388781345
235,13.06507877646813
236,13.075173956998242
237,13.079434974962798
238,13.078237193707974
239,13.053959905106218
240,13.040428704808631
241,13.042190277233988
242,-0.3834121647386306
243,13.062416619546758
244,13.06314590763388
245,13.057344668482337
246,13.073550748262921
247,13.036358649929458
248,13.065074596580715
249,-0.3841758264092606
250,13.071504002441506
251,13.066830561243481
252,13.040794306172149
253,-0.853048803998521
254,13.09833401614057
255,13.088242542287118
256,13.071303376552468
257,13.066129875715717
258,13.05932548978231
259,13.069819773135265
260,14.059329632082097
261,13.077618391214104
262,13.07523669077134
263,13.054794173428125
264,13.1013785559262
265,13.068131534572988
266,13.048668699723615
267,13.0383026379711
268,13.058802476329634
269,13.046601128986268
270,13.055388320258325
271,13.084285478843505
272,13.061302397546967
273,13.056167137970256
274,13.05760061037222
275,13.090294099276381
276,13.036698733318476
277,13.066895198771387
278,13.085096642504563
279,13.079617450768325
280,13.046837483043939
281,13.09561097374274
282,13.073605164289766
283,13.061299449147134
284,13.068700642166855
285,-0.3276236762141669
286,13.08668209953606
287,13.055578931699753
288,13.04464219457988
289,13.05773184127666
290,13.069127959500166
291,13.072827065724423
292,13.065363323520735
293,13.042908504732381
294,13.042650458291854
295,13.04319017443022
296,13.058282604029648
297,13.055184569947027
298,13.0529157377927
299,13.050081920260599
300,13.046059266169728
301,13.038101054695936
302,-0.8610672626427389
303,13.100515917583108
304,13.07102872946353
305,13.067923263960047
306,13.054312784375426
307,13.0893019102447
308,13.09235332509981
309,13.075765106120448
310,13.081857232487113
311,13.07647220834751
312,13.04222173606362
313,13.053977579753779
314,13.082133881941742
315,-0.10335815683137539
316,13.033949381795464
317,13.0780239067948
318,-0.1069469371718843
319,13.075917321333964
320,13.066116112802366
321,13.070843369635249
322,13.036979223380637
323,13.081176600856985
324,13.066946123718825
325,13.056231876457877
326,13.042954481747278
327,13.050561445188677
328,13.042658179628598
329,13.073711135994543
330,13.066439220150539
331,13.07122401713482
332,13.04787612105134
333,13.062027354097143
334,13.04960991820297
335,13.038241291449244
336,13.052355101787516
337,13.081591486466221
338,13.076846159363022
339,13.057931159902676
340,13.065055366623573
341,13.085565498645337
342,13.049124703031742
343,13.054068180195937
344,13.064291350817081
345,13.07901879423125
346,13.052317515494561
347,13.067584924926532
348,13.053821626709837
349,13.035781453408157
350,13.072775375950586
351,13.070440436613866
352,13.067015605735511
353,-0.30820610065543064
354,13.08054252003478
355,13.057808283584922
356,13.059820037892447
357,13.075463914766777
358,13.065423131559726
359,13.100604197266088
360,-0.41364067350116906
361,13.043038679335389
362,13.05707436581207
363,13.075895346814391
364,13.048528268374215
365,13.065718589864547
366,13.05846555013466
367,13.041545847914737
368,-0.34609273913506955
369,13.092031107065454
370,13.06737976513918
371,14.034949126922275
372,13.090171733166395
373,13.083812805474103
374,13.066675714784058
375,13.069983385943736
376,13.05329874665377
377,13.07035161695125
378,13.064677463305866
379,13.081425145846579
380,13.046571194475334
381,13.048932790904013
382,13.094981762539046
383,13.0816470780855
384,13.041251385176661
385,13.039724671527324
386,-0.3691902219667831
387,13.057021481473788
388,13.060352163087465
389,13.053099443708485
390,13.054254140447934
391,13.056186568774208
392,13.08822147134925
393,-0.3514314491426276
394,13.028351115798314
395,13.048032147684246
396,13.065306783055625
397,13.096566529389783
398,13.060671182576865
399,-0.4521764414829359
400,13.074685370050258
401,13.102780229943324
402,13.06741764281509
403,13.042227152563832
404,13.095878555767557
405,13.081816831020996
406,13.044668513112356
407,13.052971730684526
408,13.055914897610874
409,13.044623756131308
410,13.05700077469773
411,13.063735208562655
412,13.148570978811257
413,13.0986760002402
414,13.054239963821653
415,13.068644706061084
416,13.077817804038434
417,13.079700212686063
418,13.052352960136737
419,13.037414976291876
420,14.047740855505722
421,13.0475596086172
422,13.040060467297574
423,13.046402935842053
424,13.08396771199873
425,14.062810035240613
426,13.091059156437778
427,13.063516654705067
428,13.074793137771293
429,13.057149219315093
430,13.108480211890003
431,13.05710894895483
432,13.059785036915684
433,13.0519133224481
434,13.078778500532021
435,13.052455739289758
436,13.074665459359776
437,13.066843619318549
438,13.069800172747986
439,1.0505831737015034
440,13.06966315030482
441,13.089629469357982
442,13.061885868974294
443,13.08989327259892
444,13.075771408366629
445,-0.7959657785170723
446,13.072351345762883
447,13.084074749165339
448,13.102976850246975
449,13.07960211035533
450,-0.39854667501809715
451,-0.3886354363235779
452,13.142295134166458
453,13.090485200603386
454,13.07118366451859
455,13.067015073271417
456,13.083052690392417
457,-0.40018935748525564
458,13.072356626120348
459,13.093675159818932
460,-0.4336835076829505
461,13.049507940377994
462,13.066478893075171
463,-0.37286077171729093
464,13.089577185819326
465,13.088242771554258
466,13.070495186034268
467,13.059175461549437
468,13.072967555026715
469,-0.16392659030600132
470,13.055968173875073
471,13.069239689372473
472,13.08853006729846
473,13.081769606823453
474,13.076870182177165
475,13.089591176815901
476,13.054306572826052
477,13.082233879906696
478,13.098208787727028
479,13.074713207124557
480,13.074036173841037
481,13.099688836714254
482,13.04864102069146
483,13.07679039903326
484,13.065911944542528
485,13.050925613672163
486,13.066604536686109
487,13.054292655087803
488,13.046438755618533
489,13.074016490824093
490,13.060663738432702
491,13.076167543295425
492,13.071749538831444
493,13.070826071621713
494,-0.6227578922598012
495,13.074781277557436
496,-0.33099589635716653
497,13.051526408666607
498,13.059834807013347
499,13.034234610244091
500,13.04854279972534
501,-0.7906966192517089
502,13.068170200560253
503,13.073748476607335
504,-0.4051633808527598
505,13.09357639997914
506,-0.37937007435462966
507,13.04343894029698
508,13.060221243653736
509,13.096139245072852
510,13.051463814057502
511,13.062029805276337
512,13.044914039987207
513,13.07466649362103
514,13.06207876952702
515,13.08408718253547
516,13.053294974789843
517,13.052557764354784
518,13.064475979336848
519,13.081566484901533
520,13.06630127822663
521,13.080767348884908
522,13.07483662050533
523,13.04040185224642
524,13.063393163121942
525,13.067913156182497
526,13.084319503657824
527,13.04561836537294
528,13.049287008186836
529,13.058718774339646
530,13.059776881742573
531,13.071925787706565
532,13.048146845852868
533,13.051092575754137
534,13.077284403794419
535,13.038991149599555
536,-0.42739789109835546
537,13.095230633495646
538,13.042684958202782
539,13.040165252592564
540,13.093315217731993
541,13.05130549150913
542,13.06952615903964
543,13.069032826590023
544,13.079530896595234
545,13.092470849459277
546,13.060394975186734
547,13.057904722395772
548,13.065227837130701
549,13.048920608016546
550,13.085055710059308
551,13.087941206324166
552,13.02999169178384
553,13.076894726511009
554,13.046100518474102
555,13.07950644655988
556,13.077884701958519
557,13.060253635314712
558,13.08496795699227
559,13.060533968484577
560,13.079437183178536
561,13.067077963951146
562,13.052310155615693
563,13.065231514167024
564,13.089854091736687
565,13.056169134600578
566,13.081161809983561
567,13.071180364814676
568,14.038347498090358
569,13.056259987379924
570,13.066153331349884
571,13.088175322008809
572,13.066870957577336
573,13.061456870490025
574,-0.3857435908790574
575,13.045673373538907
576,13.08057949876691
577,13.062659977144705
578,13.039509101557481
579,13.0457071060775
580,13.045772503325395
581,13.094977935561882
582,13.072136059682549
583,13.08701354792618
584,13.092702330783897
585,13.071785597989303
586,13.077512069424895
587,13.075465525334419
588,13.052354670436596
589,13.053032318006533
590,-0.39950852672132553
591,13.052860717154743
592,13.054332341597215
593,13.090236214805927
594,13.040687461556416
595,13.059615920388804
596,13.063145557433785
597,-0.41122817093230946
598,13.047489620982546
599,13.0505612089734
600,13.05232689716635
601,13.064009946270417
602,13.034527090915894
603,13.038175390887115
604,13.064675606581025
605,13.082260986523115
606,13.069359150116082
607,13.053479666249423
608,-0.7709096031233199
609,13.055419899153735
610,13.053945865537802
611,13.068141733423815
612,13.059002194168201
613,13.057246549721505
614,13.05804722941285
615,13.083116647139352
616,13.091613348799449
617,13.063980505474866
618,13.06211944178326
619,13.07312758470815
620,13.03886287651058
621,13.058364417898037
622,13.049964946112215
623,13.042517631978368
624,-0.4112229307774473
625,13.028977544405288
626,13.104765412596507
627,-0.38517599356959176
628,13.00464049573315
629,13.077893430513628
630,13.027079485256005
631,13.044025957587376
632,13.082673493902544
633,13.048866053025868
634,13.0651146709314
635,13.055908030462222
636,13.064865540069897
637,13.0598419085085
