,reward
0,-0.8746254392831301
1,-0.9740153830855531
2,-0.927789500793277
3,0.015391714366934206
4,-1.282797916223188
5,-0.7614402154123704
6,-0.18706517658264274
7,-0.7967141578529031
8,-1.2515863093035944
9,-1.060025106727011
10,-0.8507490278344343
11,-1.2556788433283246
12,-1.2734319512548038
13,-0.707348419542065
14,-0.438881729569284
15,-0.6913082468611433
16,-1.1980589979663714
17,-1.4037095156378072
18,-1.3737093108357123
19,-1.3112176724782507
20,-0.6203197617398449
21,-1.619199863251783
22,-0.6715117243817856
23,-1.256843857775876
24,-0.6669778039680152
25,-1.6191754161214487
26,-0.6545266366677995
27,-0.6882972999093037
28,-1.1373098275971265
29,-0.6752179734941562
30,-0.7588234351223972
31,-0.74560884936072
32,-0.4593337294755161
33,-0.28004038957961586
34,-0.4801197754753671
35,-0.3457396276359157
36,-0.07086246026321652
37,-0.20573900134111434
38,13.071857597344996
39,13.034373792238846
40,13.038130562376613
41,-0.09279235930911167
42,-0.38467362960780604
43,-0.3957675811464897
44,-0.4183422692817752
45,-0.5919846928526727
46,-0.4318305149934232
47,-0.6108221458145106
48,-0.4390190320772134
49,-0.2591078527613183
50,-0.08787901486398952
51,-1.225926575615285
52,12.997517676159461
53,-0.3204021934635002
54,13.056989220247456
55,13.065086542374287
56,13.036840694677647
57,-0.37857918168416627
58,-0.4177022127212011
59,-0.402963965868099
60,-0.5348365286143226
61,-0.08811339381994499
62,13.042335875819946
63,-0.010089365762441904
64,13.066042479516657
65,13.037840894953916
66,13.052675788811595
67,14.03490122085837
68,-0.09635089371271688
69,13.06032864341578
70,13.047745352648764
71,13.040080715073483
72,-0.1583327552449394
73,13.042192298924148
74,13.057983537610626
75,13.051764457393663
76,-0.39643263855818844
77,13.051777609598426
78,13.072933189936
79,13.04560590132712
80,-0.08954045168468261
81,-0.798177042490645
82,13.06855656037196
83,13.048914683606498
84,-0.06431599826174084
85,13.038372772323045
86,13.056641362570517
87,13.035583457735179
88,13.0898410088714
89,-0.4293397973146751
90,13.06095622175929
91,13.064044952440849
92,13.043814183198766
93,13.03896889424416
94,13.05334156837189
95,13.050689267211299
96,13.09258054327813
97,13.053680622230015
98,13.043883375566118
99,-0.0663862220549406
100,13.06187756646587
101,13.049554033706688
102,13.051136881914708
103,13.044874160722438
104,-0.333698550568055
105,13.049118750657009
106,13.03232417510181
107,13.036167089870563
108,13.040334598259554
109,-0.1909151956994366
110,0.5932992160233266
111,-0.1261278089462713
112,-0.4903999265361303
113,-0.6150577473656593
114,13.045363498093081
115,13.055884751113508
116,13.044973326840841
117,13.060602604893646
118,13.048346108260255
119,13.068783578076882
120,0.7313213244330069
121,-0.02273947873405724
122,14.03473884397436
123,14.056615224103439
124,13.07567122348877
125,0.9524010589467197
126,13.027108277490326
127,13.05085002850004
128,13.055591405558367
129,13.038307924027102
130,13.039210302947797
131,13.034068056774906
132,0.9471633318771159
133,13.035364645060225
134,13.045144135027833
135,0.9596018888762929
136,-0.073515802469872
137,14.05020162799377
138,13.035496255504036
139,15.047933548732676
140,0.9396603679656643
141,0.9325420419654782
142,-0.07332446777915047
143,0.6797249368081758
144,-0.06268071905900874
145,-0.10019675081787471
146,-0.027187158830110247
147,-0.04593115472528897
148,0.9368758482367895
149,-0.02682751856135479
150,-0.27780539933334303
151,-0.3945824726028354
152,0.9425942143485652
153,-0.05824678382323134
154,-0.3711390622350791
155,13.058033226756
156,-0.05764587701341073
157,0.9057332892053952
158,-0.35999544131805705
159,-0.09488823198344576
160,-0.3000794681358586
161,-0.34447420074831925
162,-0.13423140262944688
163,-0.14338790481705543
164,-0.0610289820393618
165,0.7766959383034192
166,-0.19268912277632955
167,-0.22167775730310413
168,-0.3035551397315125
169,-0.057706094313591194
170,-0.26889143306998253
171,-0.06971456461860104
172,-0.20928033124899348
173,-0.0862630475683468
174,-0.15630407609522412
175,-0.08878097845195809
176,0.8494564871894239
177,-0.06690666980753579
178,-0.32238903585759415
179,-0.17508633554524466
180,-0.09895410223213685
181,-0.4157442706929616
182,13.044842960807427
183,-0.13119462455071562
184,-0.24731885175214297
185,-0.24701269058760822
186,0.783463927178677
187,-0.08561771603457646
188,-0.18608782083276032
189,-0.21245251007016785
190,-0.07996637694791375
191,-0.14463208054898302
192,-0.25391157950312304
193,-0.21071648186881298
194,-0.039730608484462415
195,-0.24308167162571104
196,-0.10664830252565383
197,-0.14663542188448386
198,0.8268900871785289
199,-0.08055170449251425
200,-0.2128343136737828
201,-0.09644998699727447
202,-0.22694520471002944
203,13.048681930313315
204,0.7511665118092781
205,0.5570588413522048
206,-0.2470753185864497
207,-0.1888957738378273
208,-0.0677246889076697
209,-0.10118726122938537
210,13.058904536366565
211,-0.08698013039395036
212,-0.3734016902611166
213,-0.12296272048530366
214,-0.18950407597028696
215,-0.2832819719371471
216,-0.4447358179232783
217,-0.31447976791935883
218,-0.3479739366426531
219,-0.0916565820924683
220,-0.3078267157457216
221,-0.407087650390646
222,-0.08700854089608778
223,-0.21420779586562244
224,-0.11975983634933463
225,-0.08113765167404896
226,-0.0627050735697996
227,-0.25047262643746493
228,-0.0952531035318761
229,0.6154698800510415
230,-0.04196825179748953
231,0.543472180385077
232,-0.05142232691193416
233,-0.047216631755587546
234,-0.10679128781314895
235,-0.17977067689300974
236,-0.1073092123515641
237,-0.1148963889738277
238,13.041374810758708
239,-0.09104900749825251
240,-0.06594372798474435
241,-0.20678696300650978
242,-0.37551281467000275
243,0.6645874429508764
244,-0.0630431145599849
245,-0.39882656583766996
246,-0.08862730104193495
247,0.8655810699647691
248,-0.17063188614945823
249,-0.11763256103744435
250,-0.10104336623413623
251,-0.04064754261136949
252,-0.2114581216709438
253,-0.0642537873393152
254,-0.0642150892777692
255,-0.11745855381152026
256,0.8935321153378629
257,-0.06860860910180588
258,-0.07348229663737316
259,-0.0821764202398132
260,-0.11753797757685436
261,-0.12605547095026304
262,-0.12312324130358188
263,-0.08679055278277281
264,-0.07652035467763296
265,0.4568097666627766
266,-0.06121098861504948
267,-0.13401276606640966
268,0.8454616655852679
269,-0.05615512835782899
270,-0.08597117884858307
271,-0.20186502250337413
272,-0.06986285308172169
273,0.6330998273813773
274,-0.07181609245971587
275,-0.10988518943129255
276,-0.060243961597580165
277,-0.05990449450779445
278,-0.07642139426985572
279,-0.11928956164758531
280,-0.08240777044973968
281,-0.0678691663546257
282,-0.6602269040054811
283,-0.09342788444276995
284,-0.2987073141372003
285,-0.06902049130709642
286,-0.1190454005954853
287,-0.05689907491961432
288,-0.06048051625945228
289,-0.24153713820140776
290,-0.21293467046188552
291,0.6234579309675921
292,0.949083453093285
293,-0.23464552029484453
294,-0.42325074141192076
295,-0.07869332959976971
296,-0.10952455738245426
297,-0.1359677818076266
298,-0.22926697893693626
299,13.03987462395898
300,-0.08910286663072786
301,-0.059872212191544705
